Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain,,,,,,,,,
ICRISAT,1/1/1978,28.5,14.2,68,31,5.7,0.0,10.1,4.3,18.4,3.9,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/2/1978,28.8,16.0,79,33,6.4,0.0,9.8,4.8,16.9,3.9,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/3/1978,29.0,14.5,86,37,5.4,0.0,9.1,4.6,15.3,3.4,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/4/1978,29.0,18.0,89,43,7.1,0.0,9.0,4.2,16.4,3.8,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/5/1978,27.8,17.0,81,47,10.5,0.0,8.9,4.3,15.9,4.1,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/6/1978,27.2,19.4,86,49,13.5,0.0,9.5,5.1,13.8,4.0,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/7/1978,26.5,19.5,85,46,11.4,0.0,5.4,4.7,13.0,3.8,17.5084095,78.2723004,0.0,,,,,,,,,
ICRISAT,1/8/1978,27.2,18.5,92,51,11.7,16.5,5.0,4.2,14.2,3.7,17.5084095,78.2723004,16.5,,,,,,,,,
ICRISAT,1/9/1978,26.8,18.5,90,47,12.0,0.0,7.7,3.6,13.4,3.8,17.5084095,78.2723004,16.5,,,,,,,,,
ICRISAT,1/10/1978,28.2,19.5,91,71,11.9,0.7,5.4,3.4,11.8,3.0,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/11/1978,23.5,14.6,95,55,5.9,0.0,4.2,2.6,13.1,2.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/12/1978,23.7,13.3,89,31,9.6,0.0,5.5,3.1,20.6,4.1,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/13/1978,25.4,10.4,92,24,5.6,0.0,10.5,4.2,19.2,3.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/14/1978,26.3,10.5,86,21,5.6,0.0,10.3,3.8,16.2,3.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/15/1978,27.8,12.0,94,28,6.4,0.0,10.3,4.2,9.8,3.2,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/16/1978,28.0,13.2,93,26,9.1,0.0,10.1,4.9,17.9,4.5,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/17/1978,27.9,12.6,86,20,8.4,0.0,10.2,4.1,19.5,4.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/18/1978,29.1,14.0,79,26,5.6,0.0,10.1,4.2,19.3,4.1,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/19/1978,29.4,13.5,73,25,6.1,0.0,9.8,4.9,19.8,4.3,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/20/1978,29.6,15.3,65,25,9.0,0.0,10.1,6.1,20.0,5.1,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/21/1978,29.8,15.6,68,27,13.1,0.0,10.3,7.5,20.0,5.9,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/22/1978,29.3,13.5,72,38,8.0,0.0,10.5,5.8,18.3,4.4,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/23/1978,27.7,15.1,78,29,7.0,0.0,10.1,4.5,19.7,4.3,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/24/1978,28.9,18.2,89,39,10.7,0.0,10.3,5.2,17.9,4.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/25/1978,27.8,17.1,98,43,11.8,0.0,9.7,5.5,18.5,4.4,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/26/1978,28.0,18.6,79,47,11.0,0.0,9.1,5.0,14.2,4.1,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/27/1978,27.6,16.2,93,35,9.1,0.0,7.4,4.5,19.1,4.4,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/28/1978,29.2,18.5,92,31,8.9,0.0,9.7,5.1,16.7,4.4,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/29/1978,29.8,16.7,85,46,10.0,0.0,10.0,6.2,19.0,4.6,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/30/1978,29.8,18.5,69,41,12.2,0.0,9.9,6.9,17.6,5.2,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,1/31/1978,29.9,18.5,64,23,10.3,0.0,6.3,7.1,20.5,5.7,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,2/1/1978,30.4,17.5,78,27,10.3,0.0,10.4,6.8,21.3,5.5,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,2/2/1978,29.4,18.3,83,46,13.0,0.0,10.7,6.6,17.0,4.8,17.5084095,78.2723004,17.2,,,,,,,,,
ICRISAT,2/3/1978,28.2,17.1,89,43,14.2,2.8,8.9,5.5,11.2,4.2,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/4/1978,26.8,18.4,88,38,7.6,0.0,2.5,2.8,20.6,4.3,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/5/1978,27.6,17.4,94,33,12.8,0.0,10.2,6.1,20.2,5.1,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/6/1978,28.5,19.8,79,45,16.1,0.0,9.7,6.6,11.4,4.7,17.5084095,78.2723004,20.0,,,,,,,,,
ICRISAT,2/7/1978,26.5,18.9,90,57,11.1,1.6,2.8,3.0,11.1,3.2,17.5084095,78.2723004,21.6,,,,,,,,,
ICRISAT,2/8/1978,26.5,18.8,94,52,6.6,1.0,5.7,2.0,13.9,3.2,17.5084095,78.2723004,22.6,,,,,,,,,
ICRISAT,2/9/1978,28.7,18.9,90,53,10.6,1.6,7.0,3.2,17.5,4.2,17.5084095,78.2723004,24.2,,,,,,,,,
ICRISAT,2/10/1978,28.0,18.9,90,48,12.4,6.0,8.0,4.6,17.7,4.5,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/11/1978,27.9,17.8,90,33,15.3,0.0,7.2,5.0,22.4,5.7,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/12/1978,30.7,18.1,93,27,15.1,0.0,10.5,7.2,20.3,6.2,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/13/1978,31.8,17.1,74,27,10.7,0.0,10.1,7.2,21.6,6.0,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/14/1978,31.6,18.4,59,16,6.6,0.0,10.7,8.0,22.5,5.4,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/15/1978,32.8,15.9,49,15,10.8,0.0,10.7,8.7,23.8,7.0,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/16/1978,31.7,17.0,74,17,13.1,0.0,10.8,8.8,22.6,6.9,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/17/1978,33.0,17.4,73,23,11.9,0.0,10.8,8.9,20.9,6.5,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/18/1978,32.5,17.7,91,41,7.6,0.0,10.2,6.4,14.2,4.2,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/19/1978,29.9,17.6,87,50,5.5,0.0,7.4,4.3,17.8,3.9,17.5084095,78.2723004,30.2,,,,,,,,,
ICRISAT,2/20/1978,30.4,19.6,93,54,10.1,10.3,8.8,4.2,13.3,3.8,17.5084095,78.2723004,40.5,,,,,,,,,
ICRISAT,2/21/1978,28.2,18.6,91,46,8.4,2.6,6.7,3.4,17.8,4.2,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/22/1978,29.1,20.1,91,44,9.9,0.0,8.0,5.3,18.8,4.7,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/23/1978,29.2,20.6,83,57,15.4,0.0,8.1,7.1,9.1,3.8,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/24/1978,27.1,20.0,86,51,12.5,0.0,2.7,4.9,20.6,4.8,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/25/1978,29.3,17.1,85,26,9.4,0.0,10.0,5.8,24.4,5.7,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/26/1978,30.3,15.8,75,20,9.1,0.0,11.1,8.8,24.6,6.0,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/27/1978,31.4,16.3,73,24,8.3,0.0,11.0,10.6,24.7,5.9,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,2/28/1978,31.2,16.8,68,22,6.3,0.0,10.6,8.1,17.1,4.7,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/1/1978,31.8,16.0,70,24,7.8,0.0,10.9,9.1,14.1,4.8,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/2/1978,32.4,19.2,66,21,8.6,0.0,9.2,8.6,14.0,5.2,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/3/1978,33.7,22.6,55,19,9.1,0.0,9.5,8.3,17.2,6.1,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/4/1978,33.6,19.8,50,13,4.7,0.0,8.4,9.6,17.2,4.7,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/5/1978,34.8,19.1,33,13,12.0,0.0,10.2,12.4,23.4,8.1,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/6/1978,34.8,18.7,49,17,14.2,0.0,10.7,12.7,23.4,8.4,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/7/1978,34.1,18.6,48,15,10.6,0.0,10.3,10.8,23.5,7.3,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/8/1978,33.5,19.0,90,40,14.9,0.0,10.2,11.7,22.9,6.6,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/9/1978,31.8,19.8,46,14,11.9,0.0,9.7,10.9,23.1,7.4,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/10/1978,34.5,16.9,74,17,13.9,0.0,10.4,12.2,23.9,7.9,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/11/1978,34.4,19.1,72,29,10.4,0.0,10.5,10.0,16.1,5.9,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/12/1978,34.4,16.5,85,17,9.7,0.0,8.8,7.4,24.5,6.8,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/13/1978,31.7,13.7,49,23,8.0,0.0,10.3,8.9,24.1,6.1,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/14/1978,31.6,17.9,71,29,7.0,0.0,10.6,8.6,21.1,5.3,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/15/1978,32.3,20.6,79,29,9.9,0.0,9.3,8.4,20.9,6.0,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/16/1978,32.8,21.5,70,32,9.6,0.0,10.0,8.5,20.1,5.9,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/17/1978,34.1,21.6,68,26,12.7,0.0,8.1,10.4,20.3,7.0,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/18/1978,35.9,22.5,42,17,15.2,0.0,8.6,12.9,22.6,9.0,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/19/1978,35.2,21.9,49,24,8.9,0.0,9.5,11.7,17.8,6.3,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/20/1978,34.6,21.3,69,23,7.8,0.0,8.5,9.0,17.8,5.7,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/21/1978,35.0,21.6,58,56,14.5,0.0,8.4,11.9,14.8,5.8,17.5084095,78.2723004,43.1,,,,,,,,,
ICRISAT,3/22/1978,33.5,19.6,85,15,11.6,3.8,8.4,6.0,24.2,7.2,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/23/1978,34.5,18.8,52,12,6.9,0.0,10.4,9.6,23.9,6.4,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/24/1978,36.2,21.0,46,13,8.3,0.0,9.7,10.7,23.0,7.0,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/25/1978,37.0,21.2,67,17,7.1,0.0,10.3,11.3,23.1,6.5,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/26/1978,36.0,20.5,78,20,10.0,0.0,10.7,10.0,18.3,6.5,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/27/1978,36.0,21.9,83,22,12.8,0.0,9.4,10.7,19.6,7.2,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/28/1978,36.7,22.0,71,15,18.7,0.0,8.2,12.7,21.6,9.5,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/29/1978,36.9,22.5,54,12,17.6,0.0,8.6,12.9,23.8,10.1,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/30/1978,36.7,19.9,23,11,7.6,0.0,10.0,9.5,24.8,7.2,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,3/31/1978,36.4,18.4,38,9,11.3,0.0,10.2,13.5,24.9,8.5,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,4/1/1978,37.0,20.2,33,12,8.4,0.0,10.4,11.6,24.4,7.5,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,4/2/1978,37.5,22.4,70,18,7.9,0.0,10.5,9.8,19.5,6.4,17.5084095,78.2723004,46.9,,,,,,,,,
ICRISAT,4/3/1978,37.2,21.3,71,19,6.8,0.8,8.9,7.8,20.5,6.1,17.5084095,78.2723004,47.7,,,,,,,,,
ICRISAT,4/4/1978,37.5,24.8,58,15,13.4,0.0,9.7,12.6,20.0,8.4,17.5084095,78.2723004,47.7,,,,,,,,,
ICRISAT,4/5/1978,37.7,20.7,53,18,9.7,0.0,7.5,10.6,21.2,7.4,17.5084095,78.2723004,47.7,,,,,,,,,
ICRISAT,4/6/1978,36.9,23.4,49,14,10.0,0.0,8.8,13.1,22.9,7.8,17.5084095,78.2723004,47.7,,,,,,,,,
ICRISAT,4/7/1978,36.4,21.4,58,24,12.4,0.0,9.6,12.8,19.0,7.5,17.5084095,78.2723004,47.7,,,,,,,,,
ICRISAT,4/8/1978,36.1,22.0,77,42,10.2,1.6,7.2,9.4,14.1,5.3,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/9/1978,34.3,22.3,75,26,9.8,0.0,4.5,7.3,17.0,6.0,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/10/1978,35.4,20.2,66,19,8.5,0.0,5.6,9.2,23.2,6.8,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/11/1978,36.8,23.2,58,20,8.0,0.0,9.6,10.6,22.6,6.9,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/12/1978,38.1,25.4,44,21,7.0,0.0,8.9,11.4,19.9,6.5,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/13/1978,38.6,24.4,49,21,7.1,0.0,10.4,10.6,22.0,6.8,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/14/1978,40.5,24.5,45,16,11.3,0.0,9.7,13.3,21.9,8.7,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/15/1978,40.3,25.6,59,12,11.9,0.0,9.0,13.1,23.7,9.0,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/16/1978,40.8,24.1,38,11,11.3,0.0,10.3,14.7,25.2,9.3,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/17/1978,41.1,24.0,21,12,9.7,0.0,11.6,15.4,25.8,8.9,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/18/1978,40.3,23.8,26,11,10.2,0.0,11.2,14.6,25.5,8.9,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/19/1978,39.7,23.0,23,8,12.4,0.0,11.6,14.2,24.4,9.7,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/20/1978,37.9,23.2,74,17,9.5,0.0,11.5,11.0,24.3,7.6,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/21/1978,38.0,22.0,21,11,6.7,0.0,10.5,10.1,24.5,7.1,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/22/1978,39.3,24.6,72,23,16.9,0.0,11.4,12.4,17.3,8.7,17.5084095,78.2723004,49.3,,,,,,,,,
ICRISAT,4/23/1978,38.5,23.0,75,43,13.8,5.2,7.7,10.0,12.9,6.2,17.5084095,78.2723004,54.5,,,,,,,,,
ICRISAT,4/24/1978,36.7,19.5,82,39,15.6,48.2,5.6,3.4,25.9,8.0,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/25/1978,32.6,21.8,71,27,7.3,0.0,11.5,7.4,25.8,6.4,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/26/1978,35.1,23.6,65,30,8.4,0.0,11.9,8.7,17.0,5.8,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/27/1978,35.1,24.5,67,23,5.0,0.0,5.4,6.0,22.4,5.7,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/28/1978,36.8,22.6,56,20,12.4,0.0,8.2,11.1,20.2,8.0,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/29/1978,36.1,21.9,61,21,6.8,0.0,6.2,7.8,24.3,6.6,17.5084095,78.2723004,102.7,,,,,,,,,
ICRISAT,4/30/1978,37.7,24.5,54,27,11.2,0.6,10.3,10.6,21.7,7.8,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/1/1978,38.3,23.0,29,18,8.7,0.0,7.3,10.6,23.1,7.7,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/2/1978,39.0,25.3,55,20,11.2,0.0,9.2,11.6,23.5,8.4,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/3/1978,38.5,23.8,46,18,15.5,0.0,8.8,12.0,23.8,9.8,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/4/1978,39.0,25.4,66,23,9.6,0.0,8.6,10.4,22.1,7.5,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/5/1978,39.5,24.0,43,19,8.1,0.0,8.1,8.3,22.9,7.5,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/6/1978,39.5,26.0,64,20,11.4,0.0,10.9,11.0,24.1,8.5,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/7/1978,41.1,25.7,57,17,11.2,0.0,9.7,11.7,23.2,8.8,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/8/1978,40.9,27.3,64,17,10.5,0.0,11.0,9.9,22.8,8.4,17.5084095,78.2723004,103.3,,,,,,,,,
ICRISAT,5/9/1978,41.4,21.8,80,19,13.3,2.2,7.6,10.4,26.8,9.6,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/10/1978,40.9,24.9,59,17,10.4,0.0,11.8,11.4,24.7,8.6,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/11/1978,41.4,27.9,62,39,12.1,0.0,11.5,9.8,17.0,7.3,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/12/1978,38.7,25.2,61,33,11.9,0.0,6.7,9.8,21.3,7.7,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/13/1978,37.3,25.6,69,22,8.6,0.0,8.7,8.2,23.9,7.2,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/14/1978,39.6,26.2,55,23,9.7,0.0,10.8,11.7,23.8,8.0,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/15/1978,40.8,26.3,67,14,14.9,0.0,10.3,13.8,22.4,9.7,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/16/1978,41.0,26.2,52,16,20.8,0.0,6.6,16.7,24.9,12.0,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/17/1978,41.0,26.6,45,17,23.1,0.0,10.9,18.5,24.2,12.7,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/18/1978,41.1,27.3,52,20,22.1,0.0,10.1,17.8,23.4,12.0,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/19/1978,41.0,27.9,51,21,23.7,0.0,8.8,18.0,23.8,12.4,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/20/1978,40.5,27.4,44,19,20.2,0.0,10.5,17.6,24.6,11.8,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/21/1978,40.9,28.5,45,18,15.0,0.0,11.2,15.8,23.9,10.3,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/22/1978,41.3,26.8,63,27,20.9,0.0,10.2,16.9,25.0,11.1,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/23/1978,40.0,26.1,58,33,22.6,0.0,9.8,14.7,23.4,10.7,17.5084095,78.2723004,105.5,,,,,,,,,
ICRISAT,5/24/1978,38.4,22.5,80,47,25.7,3.2,11.4,13.1,15.8,8.0,17.5084095,78.2723004,108.7,,,,,,,,,
ICRISAT,5/25/1978,35.0,24.5,66,28,13.9,0.2,3.0,7.1,21.2,7.7,17.5084095,78.2723004,108.9,,,,,,,,,
ICRISAT,5/26/1978,39.0,23.0,88,34,14.9,8.8,9.4,10.1,25.2,8.4,17.5084095,78.2723004,117.7,,,,,,,,,
ICRISAT,5/27/1978,36.8,26.0,63,30,14.3,0.0,9.9,9.9,26.0,8.7,17.5084095,78.2723004,117.7,,,,,,,,,
ICRISAT,5/28/1978,38.2,24.1,71,35,15.9,0.0,11.2,12.5,21.1,8.2,17.5084095,78.2723004,117.7,,,,,,,,,
ICRISAT,5/29/1978,37.8,24.8,74,61,14.5,0.0,9.4,10.5,17.2,6.0,17.5084095,78.2723004,117.7,,,,,,,,,
ICRISAT,5/30/1978,35.6,25.1,73,34,15.0,0.8,6.5,7.8,26.4,8.3,17.5084095,78.2723004,118.5,,,,,,,,,
ICRISAT,5/31/1978,37.5,24.4,68,33,19.8,0.0,12.2,12.8,25.6,9.5,17.5084095,78.2723004,118.5,,,,,,,,,
ICRISAT,6/1/1978,37.0,24.4,66,31,23.5,0.0,12.1,14.2,25.3,10.2,17.5084095,78.2723004,118.5,,,,,,,,,
ICRISAT,6/2/1978,37.9,24.5,66,33,16.7,4.0,9.8,10.6,22.0,8.6,17.5084095,78.2723004,122.5,,,,,,,,,
ICRISAT,6/3/1978,37.7,23.6,75,34,22.6,0.0,9.5,11.6,25.1,9.7,17.5084095,78.2723004,122.5,,,,,,,,,
ICRISAT,6/4/1978,37.0,24.9,69,32,24.4,0.0,11.7,14.2,23.9,10.0,17.5084095,78.2723004,122.5,,,,,,,,,
ICRISAT,6/5/1978,37.9,25.0,67,32,22.3,0.0,7.7,13.8,22.4,9.8,17.5084095,78.2723004,122.5,,,,,,,,,
ICRISAT,6/6/1978,37.7,24.9,70,33,15.1,0.0,5.7,10.9,22.9,8.3,17.5084095,78.2723004,122.5,,,,,,,,,
ICRISAT,6/7/1978,36.3,23.4,81,36,14.7,5.3,5.4,9.1,22.6,7.6,17.5084095,78.2723004,127.8,,,,,,,,,
ICRISAT,6/8/1978,35.4,22.4,81,41,15.6,9.1,6.3,8.9,25.2,7.6,17.5084095,78.2723004,136.9,,,,,,,,,
ICRISAT,6/9/1978,34.9,23.5,71,32,32.4,0.0,10.5,10.1,24.8,10.5,17.5084095,78.2723004,136.9,,,,,,,,,
ICRISAT,6/10/1978,35.9,24.0,71,36,25.3,0.0,10.3,11.9,18.5,8.9,17.5084095,78.2723004,136.9,,,,,,,,,
ICRISAT,6/11/1978,34.7,23.5,83,38,19.1,1.8,6.5,9.4,22.0,7.7,17.5084095,78.2723004,138.7,,,,,,,,,
ICRISAT,6/12/1978,34.9,23.5,90,46,16.7,1.2,7.7,9.0,17.4,6.2,17.5084095,78.2723004,139.9,,,,,,,,,
ICRISAT,6/13/1978,33.2,23.6,81,41,12.6,1.2,7.0,6.8,19.6,6.2,17.5084095,78.2723004,141.1,,,,,,,,,
ICRISAT,6/14/1978,34.0,21.9,95,57,14.5,17.6,5.1,9.0,18.5,5.3,17.5084095,78.2723004,158.7,,,,,,,,,
ICRISAT,6/15/1978,32.4,21.5,94,59,18.0,6.2,6.4,7.1,14.1,4.7,17.5084095,78.2723004,164.9,,,,,,,,,
ICRISAT,6/16/1978,30.0,22.5,87,54,12.7,31.0,3.9,5.2,18.1,5.0,17.5084095,78.2723004,195.9,,,,,,,,,
ICRISAT,6/17/1978,32.5,22.7,91,92,19.1,34.4,7.1,6.7,5.4,1.7,17.5084095,78.2723004,230.3,,,,,,,,,
ICRISAT,6/18/1978,25.3,22.3,86,73,23.4,25.3,0.0,2.3,8.4,3.2,17.5084095,78.2723004,255.6,,,,,,,,,
ICRISAT,6/19/1978,25.9,22.3,90,93,24.2,2.6,0.0,2.3,5.9,1.6,17.5084095,78.2723004,258.2,,,,,,,,,
ICRISAT,6/20/1978,26.0,22.0,93,83,19.5,10.1,0.0,2.4,9.7,2.5,17.5084095,78.2723004,268.3,,,,,,,,,
ICRISAT,6/21/1978,26.5,21.9,92,83,22.8,24.0,0.0,2.1,10.0,2.7,17.5084095,78.2723004,292.3,,,,,,,,,
ICRISAT,6/22/1978,26.4,22.7,91,67,25.4,5.6,0.0,3.6,15.4,4.2,17.5084095,78.2723004,297.9,,,,,,,,,
ICRISAT,6/23/1978,28.9,22.6,84,57,24.3,0.8,1.7,5.0,12.8,5.0,17.5084095,78.2723004,298.7,,,,,,,,,
ICRISAT,6/24/1978,30.8,23.0,84,53,24.4,0.0,0.6,5.8,15.1,5.8,17.5084095,78.2723004,298.7,,,,,,,,,
ICRISAT,6/25/1978,32.3,22.5,85,42,24.2,1.2,5.3,7.1,23.6,7.6,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,6/26/1978,34.6,22.7,80,39,24.5,0.0,9.0,11.8,21.9,8.3,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,6/27/1978,34.1,23.5,69,43,25.7,0.0,10.2,12.5,18.8,8.2,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,6/28/1978,33.0,23.2,73,33,20.5,0.0,3.6,10.6,21.7,8.1,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,6/29/1978,34.4,23.7,68,38,19.3,0.0,9.2,11.0,20.1,7.9,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,6/30/1978,34.1,23.7,71,56,15.0,0.0,6.3,11.6,9.1,4.8,17.5084095,78.2723004,299.9,,,,,,,,,
ICRISAT,7/1/1978,28.5,21.5,91,77,16.5,2.2,0.0,5.6,11.2,3.1,17.5084095,78.2723004,302.1,,,,,,,,,
ICRISAT,7/2/1978,27.5,21.7,86,75,18.5,1.3,0.0,3.9,13.1,3.6,17.5084095,78.2723004,303.4,,,,,,,,,
ICRISAT,7/3/1978,29.6,21.7,85,56,18.3,6.8,0.5,4.9,18.0,5.3,17.5084095,78.2723004,310.2,,,,,,,,,
ICRISAT,7/4/1978,30.8,21.9,88,61,17.4,3.5,5.1,6.1,15.3,4.7,17.5084095,78.2723004,313.7,,,,,,,,,
